1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
751.0,3850.0,3910.0,1129.0,7.0,12.0,23.0,47.0,44.0,42.0,46.0,27.0,15.0,11.0,22.0,12.0,15.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
